SK_ID_CURR,actual_TARGET,predicted_probability,risk_score,risk_tier,recommended_action,finsense_alert
113794,0,0.6600753,66.01,orange,High risk. Officer review and restructuring offer recommended.,True
436360,0,0.6599536,66.0,orange,High risk. Officer review and restructuring offer recommended.,True
450024,0,0.66003966,66.0,orange,High risk. Officer review and restructuring offer recommended.,True
400697,0,0.6599234,65.99,orange,High risk. Officer review and restructuring offer recommended.,True
338978,0,0.6599379,65.99,orange,High risk. Officer review and restructuring offer recommended.,True
386433,1,0.65990543,65.99,orange,High risk. Officer review and restructuring offer recommended.,True
362924,0,0.6597701,65.98,orange,High risk. Officer review and restructuring offer recommended.,True
148956,0,0.65967554,65.97,orange,High risk. Officer review and restructuring offer recommended.,True
392637,0,0.6597365,65.97,orange,High risk. Officer review and restructuring offer recommended.,True
376372,0,0.6596691,65.97,orange,High risk. Officer review and restructuring offer recommended.,True
365498,1,0.65974844,65.97,orange,High risk. Officer review and restructuring offer recommended.,True
263758,0,0.6595945,65.96,orange,High risk. Officer review and restructuring offer recommended.,True
254259,0,0.65964615,65.96,orange,High risk. Officer review and restructuring offer recommended.,True
241737,0,0.6595761,65.96,orange,High risk. Officer review and restructuring offer recommended.,True
371546,0,0.65961224,65.96,orange,High risk. Officer review and restructuring offer recommended.,True
343373,0,0.65964943,65.96,orange,High risk. Officer review and restructuring offer recommended.,True
101226,0,0.65957284,65.96,orange,High risk. Officer review and restructuring offer recommended.,True
306952,0,0.6594861,65.95,orange,High risk. Officer review and restructuring offer recommended.,True
293190,1,0.6594715,65.95,orange,High risk. Officer review and restructuring offer recommended.,True
137405,0,0.65950555,65.95,orange,High risk. Officer review and restructuring offer recommended.,True
174760,1,0.65949774,65.95,orange,High risk. Officer review and restructuring offer recommended.,True
211684,0,0.65946996,65.95,orange,High risk. Officer review and restructuring offer recommended.,True
237251,0,0.6594567,65.95,orange,High risk. Officer review and restructuring offer recommended.,True
129834,1,0.6593678,65.94,orange,High risk. Officer review and restructuring offer recommended.,True
401716,0,0.6593794,65.94,orange,High risk. Officer review and restructuring offer recommended.,True
302382,0,0.6593666,65.94,orange,High risk. Officer review and restructuring offer recommended.,True
159668,0,0.65936863,65.94,orange,High risk. Officer review and restructuring offer recommended.,True
397634,0,0.6593881,65.94,orange,High risk. Officer review and restructuring offer recommended.,True
227554,0,0.65941876,65.94,orange,High risk. Officer review and restructuring offer recommended.,True
406014,0,0.6594433,65.94,orange,High risk. Officer review and restructuring offer recommended.,True
205550,0,0.6593785,65.94,orange,High risk. Officer review and restructuring offer recommended.,True
114062,0,0.65936244,65.94,orange,High risk. Officer review and restructuring offer recommended.,True
273238,1,0.6594225,65.94,orange,High risk. Officer review and restructuring offer recommended.,True
309190,0,0.65932214,65.93,orange,High risk. Officer review and restructuring offer recommended.,True
170579,0,0.65928304,65.93,orange,High risk. Officer review and restructuring offer recommended.,True
232038,0,0.6591814,65.92,orange,High risk. Officer review and restructuring offer recommended.,True
151562,0,0.659228,65.92,orange,High risk. Officer review and restructuring offer recommended.,True
439915,0,0.6592226,65.92,orange,High risk. Officer review and restructuring offer recommended.,True
346800,1,0.65917397,65.92,orange,High risk. Officer review and restructuring offer recommended.,True
455553,0,0.6590555,65.91,orange,High risk. Officer review and restructuring offer recommended.,True
318613,0,0.6590573,65.91,orange,High risk. Officer review and restructuring offer recommended.,True
331252,0,0.6591381,65.91,orange,High risk. Officer review and restructuring offer recommended.,True
183589,0,0.6591011,65.91,orange,High risk. Officer review and restructuring offer recommended.,True
146667,1,0.6589786,65.9,orange,High risk. Officer review and restructuring offer recommended.,True
431140,1,0.6589567,65.9,orange,High risk. Officer review and restructuring offer recommended.,True
323784,0,0.6589514,65.9,orange,High risk. Officer review and restructuring offer recommended.,True
225464,0,0.6590187,65.9,orange,High risk. Officer review and restructuring offer recommended.,True
183014,1,0.65900636,65.9,orange,High risk. Officer review and restructuring offer recommended.,True
109946,0,0.65900624,65.9,orange,High risk. Officer review and restructuring offer recommended.,True
206513,0,0.65903485,65.9,orange,High risk. Officer review and restructuring offer recommended.,True
188048,0,0.6590462,65.9,orange,High risk. Officer review and restructuring offer recommended.,True
311882,0,0.6588504,65.89,orange,High risk. Officer review and restructuring offer recommended.,True
265937,0,0.658917,65.89,orange,High risk. Officer review and restructuring offer recommended.,True
281480,0,0.6589247,65.89,orange,High risk. Officer review and restructuring offer recommended.,True
246594,0,0.6589051,65.89,orange,High risk. Officer review and restructuring offer recommended.,True
120624,0,0.6589275,65.89,orange,High risk. Officer review and restructuring offer recommended.,True
170186,1,0.6588105,65.88,orange,High risk. Officer review and restructuring offer recommended.,True
167014,0,0.6588387,65.88,orange,High risk. Officer review and restructuring offer recommended.,True
333420,0,0.65876454,65.88,orange,High risk. Officer review and restructuring offer recommended.,True
233551,0,0.65873396,65.87,orange,High risk. Officer review and restructuring offer recommended.,True
245715,0,0.6586999,65.87,orange,High risk. Officer review and restructuring offer recommended.,True
451148,0,0.65873,65.87,orange,High risk. Officer review and restructuring offer recommended.,True
292784,0,0.65870833,65.87,orange,High risk. Officer review and restructuring offer recommended.,True
298563,0,0.6587026,65.87,orange,High risk. Officer review and restructuring offer recommended.,True
409811,0,0.6586489,65.86,orange,High risk. Officer review and restructuring offer recommended.,True
308384,0,0.6585536,65.86,orange,High risk. Officer review and restructuring offer recommended.,True
455444,0,0.65862817,65.86,orange,High risk. Officer review and restructuring offer recommended.,True
184971,0,0.65861756,65.86,orange,High risk. Officer review and restructuring offer recommended.,True
369975,0,0.6586334,65.86,orange,High risk. Officer review and restructuring offer recommended.,True
189021,0,0.6586371,65.86,orange,High risk. Officer review and restructuring offer recommended.,True
442587,0,0.65864843,65.86,orange,High risk. Officer review and restructuring offer recommended.,True
193127,1,0.65859723,65.86,orange,High risk. Officer review and restructuring offer recommended.,True
401299,1,0.6586478,65.86,orange,High risk. Officer review and restructuring offer recommended.,True
229236,0,0.65857995,65.86,orange,High risk. Officer review and restructuring offer recommended.,True
183026,0,0.65859807,65.86,orange,High risk. Officer review and restructuring offer recommended.,True
375266,0,0.65845877,65.85,orange,High risk. Officer review and restructuring offer recommended.,True
103183,0,0.65852535,65.85,orange,High risk. Officer review and restructuring offer recommended.,True
411644,1,0.6585161,65.85,orange,High risk. Officer review and restructuring offer recommended.,True
389376,0,0.6585329,65.85,orange,High risk. Officer review and restructuring offer recommended.,True
113953,0,0.65837973,65.84,orange,High risk. Officer review and restructuring offer recommended.,True
446907,0,0.6584116,65.84,orange,High risk. Officer review and restructuring offer recommended.,True
113719,0,0.65835834,65.84,orange,High risk. Officer review and restructuring offer recommended.,True
311534,0,0.6584451,65.84,orange,High risk. Officer review and restructuring offer recommended.,True
384240,0,0.6583979,65.84,orange,High risk. Officer review and restructuring offer recommended.,True
254351,1,0.65828466,65.83,orange,High risk. Officer review and restructuring offer recommended.,True
251053,0,0.65826523,65.83,orange,High risk. Officer review and restructuring offer recommended.,True
384192,0,0.6583114,65.83,orange,High risk. Officer review and restructuring offer recommended.,True
197133,0,0.6583301,65.83,orange,High risk. Officer review and restructuring offer recommended.,True
258067,0,0.65825593,65.83,orange,High risk. Officer review and restructuring offer recommended.,True
328757,0,0.65826225,65.83,orange,High risk. Officer review and restructuring offer recommended.,True
123826,0,0.658268,65.83,orange,High risk. Officer review and restructuring offer recommended.,True
310399,0,0.65831184,65.83,orange,High risk. Officer review and restructuring offer recommended.,True
318811,0,0.65820044,65.82,orange,High risk. Officer review and restructuring offer recommended.,True
419105,0,0.65824276,65.82,orange,High risk. Officer review and restructuring offer recommended.,True
437259,0,0.658204,65.82,orange,High risk. Officer review and restructuring offer recommended.,True
347729,0,0.6582202,65.82,orange,High risk. Officer review and restructuring offer recommended.,True
374093,1,0.65822893,65.82,orange,High risk. Officer review and restructuring offer recommended.,True
191270,0,0.65814006,65.81,orange,High risk. Officer review and restructuring offer recommended.,True
333840,0,0.65813065,65.81,orange,High risk. Officer review and restructuring offer recommended.,True
369354,1,0.65814334,65.81,orange,High risk. Officer review and restructuring offer recommended.,True
